BRAND,MODEL,YEAR,KILO,LOCATION,Certificate,Warranty,PRICE
FORD,I-MAX,2009年,15.2萬公里,新北市/翊暉汽車,1,1,28.8萬
TOYOTA,CAMRY,2008年,11.2萬公里,南投縣/東樺汽車,1,1,33.9萬
FORD,ESCAPE,2011年,7.6萬公里,高雄市/巨將汽車,1,1,29.8萬
MAZDA,MAZDA 3,2008年,17.1萬公里,新竹市/傑昇汽車,1,1,28.8萬
TOYOTA,YARIS,2010年,10.3萬公里,嘉義市/正泰汽車,1,1,27.5萬
HYUNDAI,VERNA,2016年,10.5萬公里,高雄市/巨將汽車,1,1,31.8萬
MITSUBISHI,FORTIS,2011年,15.1萬公里,桃園市/車神汽車,1,1,32.8萬
MITSUBISHI,VERYCA,2011年,4.5萬公里,新北市/威龍汽車,1,1,26.8萬
SUZUKI,CARRY,2013年,3.2萬公里,桃園市/永興汽車,1,1,32.8萬
TOYOTA,ALTIS,2011年,9.7萬公里,苗栗縣/建億汽車,1,1,31.8萬
TOYOTA,ALTIS,2012年,12.3萬公里,基隆市/上詮汽車,1,1,32.8萬
TOYOTA,YARIS,2009年,13.5萬公里,基隆市/上詮汽車,1,1,26.8萬
MITSUBISHI,COLT PLUS,2014年,6.4萬公里,桃園市/翔展汽車,1,1,32.8萬
MAZDA,MAZDA 3,2010年,10萬公里,雲林縣/上新汽車,1,1,32.8萬
MITSUBISHI,VERYCA,2015年,7.2萬公里,雲林縣/泳嘉汽車商行,1,1,32.8萬
TOYOTA,YARIS,2008年,19.1萬公里,高雄市/佳裕汽車,1,1,25.8萬
NISSAN,TIIDA,2011年,5.7萬公里,雲林縣/泳嘉汽車商行,1,1,29.8萬
MITSUBISHI,COLT PLUS,2013年,1.9萬公里,高雄市/威霸汽車,1,1,28.8萬
NISSAN,MARCH,2012年,6.1萬公里,雲林縣/泳嘉汽車商行,1,1,28.8萬
NISSAN,LIVINA,2011年,12萬公里,新北市/大鴻汽車,1,1,26.8萬
TOYOTA,WISH,2007年,19.5萬公里,雲林縣/建成汽車,1,1,29.8萬
TOYOTA,YARIS,2009年,22.1萬公里,苗栗縣/駿品汽車,1,1,29.8萬
NISSAN,TIIDA 4門,2013年,2.7萬公里,彰化縣/新永隆汽車,1,1,29.8萬
FORD,FOCUS,2011年,6.7萬公里,彰化縣/新永隆汽車,1,1,32.8萬
NISSAN,TIIDA,2009年,13.6萬公里,桃園市/亞盟汽車,1,1,26.8萬
TOYOTA,CAMRY,2008年,17萬公里,台南市/成泰汽車,1,1,31.8萬
TOYOTA,YARIS,2010年,5.9萬公里,嘉義縣/長億車業,1,1,31.8萬
TOYOTA,ALTIS,2008年,15.1萬公里,彰化縣/廣興汽車,1,1,28.5萬
FORD,FOCUS,2015年,11.1萬公里,高雄市/巨將汽車,1,1,33.8萬
MITSUBISHI,VERYCA,2012年,5.1萬公里,新竹縣/光華汽車,1,1,33.8萬
FORD,FOCUS,2014年,6.5萬公里,台中市/坦格汽車,1,1,34.8萬
TOYOTA,YARIS,2011年,15.8萬公里,嘉義市/宇勝汽車,1,1,32.8萬
TOYOTA,YARIS,2012年,6.1萬公里,宜蘭縣/永鑫汽車商行,1,1,32.5萬
TOYOTA,INNOVA,2015年,18.1萬公里,基隆市/九泰汽車,1,1,31.8萬
MITSUBISHI,VERYCA,2011年,5.6萬公里,彰化縣/晟運汽車,1,1,28.8萬
HYUNDAI,MATRIX,2011年,15.9萬公里,嘉義縣/凱翔汽車,1,1,26.8萬
NISSAN,TIIDA 4門,2013年,11.2萬公里,桃園市/群馬汽車,1,1,30.8萬
MAZDA,MAZDA 5,2008年,16.7萬公里,新北市/威龍汽車,1,1,29.8萬
FORD,ESCAPE,2011年,11.1萬公里,新北市/金隆汽車,1,1,29.8萬
NISSAN,TIIDA,2010年,7.4萬公里,新竹市/傑昇汽車,1,1,31.8萬
TOYOTA,YARIS,2011年,12.2萬公里,彰化縣/高通汽車,1,1,32.6萬
MAZDA,MAZDA 5,2009年,11.2萬公里,嘉義市/龍順汽車,1,1,30.0萬
NISSAN,TIIDA,2009年,10.9萬公里,彰化縣/高通汽車,1,1,32.8萬
NISSAN,LIVINA,2010年,9.1萬公里,桃園市/福祐汽車,1,1,26.8萬
TOYOTA,VIOS,2007年,13.5萬公里,彰化縣/僑輪汽車,1,1,26.0萬
MAZDA,MAZDA 5,2007年,16.4萬公里,彰化縣/僑輪汽車,1,1,34.0萬
MITSUBISHI,LANCER FORTIS,2009年,21.2萬公里,彰化縣/僑輪汽車,1,1,31.0萬
HYUNDAI,I10,2015年,4.2萬公里,桃園市/正達汽車,1,1,33.8萬
MITSUBISHI,VERYCA,2013年,9.3萬公里,雲林縣/泳嘉汽車商行,1,1,29.8萬
HONDA,CIVIC,2008年,18.7萬公里,雲林縣/泳嘉汽車商行,1,1,32.8萬
FORD,FOCUS,2008年,11.5萬公里,彰化縣/高通汽車,1,1,27.8萬
MITSUBISHI,FORTIS,2011年,7.0萬公里,南投縣/王冠汽車,1,1,32.8萬
TOYOTA,YARIS,2010年,5.9萬公里,高雄市/上暘汽車,1,1,26.8萬
TOYOTA,INNOVA,2012年,9.9萬公里,高雄市/誠品汽車,1,1,32.8萬
HONDA,FIT,2010年,9.7萬公里,高雄市/誠品汽車,1,1,30.8萬
TOYOTA,YARIS,2012年,9.4萬公里,台北市/時代汽車,1,1,29.8萬
TOYOTA,INNOVA,2008年,18.7萬公里,高雄市/崧誠汽車,1,1,26.8萬
MITSUBISHI,FORTIS,2010年,13.2萬公里,高雄市/威霸汽車,1,1,33.8萬
TOYOTA,YARIS,2008年,14.6萬公里,桃園市/正達汽車,1,1,26.8萬
MITSUBISHI,VERYCA,2013年,9.0萬公里,基隆市/南欣汽車,1,1,26.8萬
MITSUBISHI,ZINGER,2013年,16.1萬公里,新北市/誠德汽車,1,1,31.8萬
MITSUBISHI,COLT PLUS,2011年,10.7萬公里,桃園市/永興汽車,1,1,27.8萬
NISSAN,TIIDA 4門,2014年,5.8萬公里,台南市/文鑫汽車,1,1,29.8萬
FORD,FOCUS,2012年,15.5萬公里,新竹市/傑昇汽車,1,1,34.8萬
NISSAN,TEANA,2011年,7.1萬公里,台北市/政威汽車,1,1,31.8萬
NISSAN,TIIDA,2007年,14.6萬公里,彰化縣/高通汽車,1,1,28.8萬
FORD,FOCUS,2010年,9.0萬公里,基隆市/捷立汽車,1,1,29.8萬
SUZUKI,SWIFT,2009年,10.7萬公里,彰化縣/僑輪汽車,1,1,32.0萬
SUZUKI,ALTO,2014年,5.7萬公里,台南市/文鑫汽車,1,1,29.8萬
FORD,FIESTA,2012年,15萬公里,桃園市/翔展汽車,1,1,32.8萬
MITSUBISHI,DELICA,2012年,16萬公里,彰化縣/僑輪汽車,1,1,33.5萬
HONDA,CR-V,2007年,13.4萬公里,苗栗縣/建億汽車,1,1,29.8萬
TOYOTA,ALTIS,2011年,15.4萬公里,雲林縣/車寶貝汽車,1,1,32.0萬
HONDA,FIT,2009年,4.7萬公里,桃園市/惠民汽車,1,1,33.0萬
SUZUKI,CARRY,2014年,8.0萬公里,台中市/尚安汽車,1,1,34.5萬
TOYOTA,ALTIS,2011年,6.8萬公里,宜蘭縣/展宇汽車,1,1,33.8萬
NISSAN,LIVINA,2009年,11.7萬公里,彰化縣/晟運汽車,1,1,27.8萬
NISSAN,TIIDA,2010年,8.7萬公里,彰化縣/弘益汽車,1,1,29.6萬
TOYOTA,YARIS,2010年,8.6萬公里,台中市/聖傑汽車(烏日店),1,1,32.8萬
MITSUBISHI,LANCER FORTIS,2011年,8.4萬公里,新竹市/傑昇汽車,1,1,34.8萬
TOYOTA,YARIS,2011年,16萬公里,新竹市/傑昇汽車,1,1,33.8萬
SUZUKI,SWIFT,2008年,13.6萬公里,新竹市/傑昇汽車,1,1,28.8萬
MITSUBISHI,LANCER FORTIS,2010年,17.3萬公里,桃園市/翔展汽車,1,1,32.8萬
TOYOTA,YARIS,2008年,13.4萬公里,台中市/弘宇車業,1,1,26.8萬
TOYOTA,CAMRY,2007年,14.1萬公里,台中市/弘宇車業,1,1,28.5萬
TOYOTA,WISH,2007年,17.1萬公里,高雄市/一品汽車,1,1,29.8萬
MITSUBISHI,COLT PLUS,2010年,7.5萬公里,彰化縣/弘益汽車,1,1,25.6萬
NISSAN,TIIDA,2009年,14.3萬公里,彰化縣/安心汽車,1,1,28.8萬
TOYOTA,ALTIS,2008年,20萬公里,台南市/義大汽車,1,1,25.8萬
FORD,ESCAPE,2010年,11.4萬公里,台北市/鴻揚汽車,1,1,29.8萬
MAZDA,MAZDA 5,2009年,17.8萬公里,苗栗縣/齊勝汽車,1,1,30.8萬
NISSAN,MARCH,2012年,2.4萬公里,基隆市/捷立汽車,1,1,29.8萬
HYUNDAI,I30,2013年,5.1萬公里,高雄市/巨將汽車,1,1,33.8萬
TOYOTA,YARIS,2010年,4.8萬公里,彰化縣/弘益汽車,1,1,29.6萬
NISSAN,TIIDA,2010年,7.4萬公里,苗栗縣/齊勝汽車,1,1,30.8萬
TOYOTA,VIOS,2011年,5.8萬公里,彰化縣/見昌汽車,1,1,25.8萬
TOYOTA,CAMRY,2010年,11.8萬公里,桃園市/全民汽車,1,1,33.0萬
TOYOTA,ALTIS,2010年,10.4萬公里,新北市/大鴻汽車,1,1,29.8萬
TOYOTA,YARIS,2008年,16.4萬公里,彰化縣/高通汽車,1,1,29.8萬
MITSUBISHI,VERYCA,2011年,9.0萬公里,彰化縣/僑輪汽車,1,1,29.0萬
MITSUBISHI,SAVRIN,2008年,7.8萬公里,桃園市/永興汽車,1,1,29.8萬
TOYOTA,YARIS,2011年,8.9萬公里,苗栗縣/建億汽車,1,1,31.8萬
FORD,ESCAPE,2009年,13.8萬公里,台中市/和盛汽車,1,1,26.8萬
TOYOTA,CAMRY,2008年,10.9萬公里,台中市/泰洋車業有限公司,1,1,33.8萬
MAZDA,MAZDA 5,2009年,19萬公里,高雄市/巨將汽車,1,1,29.8萬
TOYOTA,VIOS,2015年,8.8萬公里,台中市/泰洋車業有限公司,1,1,33.8萬
FORD,ESCAPE,2010年,9.9萬公里,新北市/威龍汽車,1,1,32.8萬
MITSUBISHI,LANCER FORTIS,2009年,9.7萬公里,新北市/翊暉汽車,1,1,32.8萬
MAZDA,MAZDA 3,2011年,13.1萬公里,高雄市/巨將汽車,1,1,29.8萬
MITSUBISHI,FORTIS,2008年,10.2萬公里,桃園市/車神汽車,1,1,29.8萬
MITSUBISHI,COLT PLUS,2014年,4.3萬公里,高雄市/誠品汽車,1,1,29.8萬
NISSAN,TEANA,2012年,11.5萬公里,台中市/泰洋車業有限公司,1,1,29.8萬
HONDA,CIVIC,2007年,11.6萬公里,台南市/成泰汽車,1,1,29.8萬
SUZUKI,ALTO,2014年,4.0萬公里,彰化縣/高通汽車,1,1,33.8萬
TOYOTA,VIOS,2013年,10.2萬公里,台中市/皇家汽車,1,1,32.5萬
NISSAN,TIIDA 4門,2014年,6.7萬公里,彰化縣/格上汽車,1,1,33.8萬
TOYOTA,VIOS,2009年,9.4萬公里,台中市/坦格汽車,1,1,25.8萬
MITSUBISHI,ZINGER,2009年,8.1萬公里,台中市/坦格汽車,1,1,26.8萬
TOYOTA,VIOS,2011年,11.3萬公里,彰化縣/弘益汽車,1,1,25.8萬
NISSAN,TEANA,2010年,7.7萬公里,台中市/信義汽車,1,1,32.8萬
SUZUKI,SWIFT,2008年,10.4萬公里,高雄市/崧誠汽車,1,1,28.8萬
NISSAN,TIIDA,2007年,8.6萬公里,彰化縣/高通汽車,1,1,29.8萬
MAZDA,MAZDA 3,2009年,18.4萬公里,台中市/詮豐汽車,1,1,26.0萬
FORD,I-MAX,2009年,14.9萬公里,高雄市/誠品汽車,1,1,31.8萬
NISSAN,LIVINA,2012年,16.4萬公里,台南市/文鑫汽車,1,1,32.8萬
TOYOTA,ALTIS,2010年,20萬公里,雲林縣/建成汽車,1,1,30.8萬
MITSUBISHI,ZINGER,2012年,14.8萬公里,嘉義縣/凱翔汽車,1,1,32.8萬
NISSAN,SERENA Q-RV,2009年,14.3萬公里,嘉義市/宇勝汽車,1,1,30.8萬
TOYOTA,YARIS,2009年,12.1萬公里,彰化縣/高通汽車,1,1,29.8萬
NISSAN,MARCH,2012年,10萬公里,桃園市/金品汽車,1,1,28.8萬
MITSUBISHI,COLT PLUS,2012年,10.2萬公里,彰化縣/高通汽車,1,1,32.8萬
FORD,ESCAPE,2011年,2.7萬公里,彰化縣/高通汽車,1,1,33.8萬
TOYOTA,YARIS,2009年,8.1萬公里,彰化縣/安心汽車,1,1,29.8萬
TOYOTA,YARIS,2010年,10.1萬公里,台中市/泰洋車業有限公司,1,1,25.8萬
TOYOTA,VIOS,2012年,10.8萬公里,台中市/弘宇車業,1,1,26.5萬
NISSAN,LIVINA,2013年,9.5萬公里,雲林縣/宜利汽車商行,1,1,29.0萬
TOYOTA,CAMRY,2007年,12.5萬公里,桃園市/永興汽車,1,1,29.8萬
TOYOTA,YARIS,2013年,7.6萬公里,桃園市/永興汽車,1,1,34.8萬
TOYOTA,VIOS,2013年,6.2萬公里,彰化縣/安心汽車,1,1,29.8萬
MAZDA,MAZDA 5,2007年,21.2萬公里,彰化縣/大富汽車,1,1,29.8萬
MITSUBISHI,VERYCA,2014年,8.8萬公里,桃園市/永興汽車,1,1,32.8萬
HONDA,CR-V,2006年,12萬公里,高雄市/巨將汽車,1,1,26.8萬
TOYOTA,YARIS,2011年,8.8萬公里,雲林縣/金旺昇汽車,1,1,30.8萬
TOYOTA,ALTIS,2008年,15.8萬公里,台中市/全民汽車,1,1,30.0萬
FORD,ESCAPE,2011年,8.5萬公里,基隆市/詮昌汽車,1,1,32.8萬
MITSUBISHI,COLT PLUS,2011年,14.1萬公里,桃園市/車神汽車,1,1,29.8萬
HONDA,CR-V,2007年,14.8萬公里,彰化縣/弘益汽車,1,1,33.8萬
NISSAN,TIIDA 4門,2010年,10.2萬公里,台中市/皇家汽車,1,1,28.5萬
TOYOTA,WISH,2007年,15.6萬公里,台中市/皇家汽車,1,1,32.0萬
NISSAN,LIVINA,2013年,10.4萬公里,彰化縣/僑輪汽車,1,1,33.5萬
MITSUBISHI,DELICA,2014年,6.8萬公里,南投縣/東樺汽車,1,1,33.9萬
TOYOTA,ALTIS,2011年,11.1萬公里,嘉義縣/長億車業,1,1,33.8萬
TOYOTA,VIOS,2010年,8.8萬公里,彰化縣/晟運汽車,1,1,25.8萬
NISSAN,LIVINA,2011年,6.9萬公里,彰化縣/晟運汽車,1,1,30.8萬
NISSAN,LIVINA,2011年,14.2萬公里,彰化縣/見昌汽車,1,1,27.8萬
MITSUBISHI,COLT PLUS,2013年,8.7萬公里,彰化縣/僑輪汽車,1,1,35.0萬
TOYOTA,YARIS,2009年,10.1萬公里,彰化縣/僑輪汽車,1,1,31.8萬
MITSUBISHI,VERYCA,2013年,6.6萬公里,新北市/名輪汽車,1,1,33.8萬
MITSUBISHI,DELICA,2010年,11.2萬公里,嘉義縣/凱翔汽車,1,1,28.8萬
TOYOTA,CAMRY,2009年,27.7萬公里,嘉義縣/長億車業,1,1,29.8萬
FORD,FIESTA,2012年,9.7萬公里,桃園市/車神汽車,1,1,32.8萬
SUZUKI,CARRY,2013年,11.6萬公里,台中市/尚安汽車,1,1,29.5萬
TOYOTA,YARIS,2009年,10.8萬公里,台中市/詮豐汽車,1,1,28.5萬
TOYOTA,ALTIS,2008年,13萬公里,台南市/文鑫汽車,1,1,29.8萬
TOYOTA,VIOS,2009年,10.9萬公里,彰化縣/高通汽車,1,1,25.8萬
HONDA,FIT,2009年,9.6萬公里,基隆市/捷立汽車,1,1,30.8萬
TOYOTA,VIOS,2010年,16.7萬公里,嘉義市/宇勝汽車,1,1,25.8萬
TOYOTA,YARIS,2013年,8.3萬公里,台中市/信義汽車,1,1,31.8萬
FORD,FOCUS,2010年,14.2萬公里,彰化縣/高通汽車,1,1,29.8萬
TOYOTA,INNOVA,2013年,8.1萬公里,台中市/和亞汽車,1,1,33.8萬
MAZDA,MAZDA 5,2010年,16.7萬公里,雲林縣/宜利汽車商行,1,1,35.0萬
FORD,FIESTA,2012年,9.5萬公里,雲林縣/安鑫汽車,1,1,26.8萬
TOYOTA,CAMRY,2008年,14萬公里,雲林縣/安鑫汽車,1,1,29.8萬
NISSAN,SERENA Q-RV,2005年,6.0萬公里,彰化縣/晟運汽車,1,1,27.8萬
TOYOTA,ALTIS,2010年,12萬公里,嘉義市/正泰汽車,1,1,31.5萬
HONDA,FIT,2009年,0.1萬公里,桃園市/亞盟汽車,1,1,31.8萬
LUXGEN,LUXGEN 7 MPV,2010年,11.8萬公里,桃園市/正達汽車,1,1,35.0萬
TOYOTA,ALTIS,2010年,15.6萬公里,彰化縣/高通汽車,1,1,32.8萬
HYUNDAI,I10,2012年,5.4萬公里,高雄市/威霸汽車,1,1,26.8萬
MITSUBISHI,FORTIS,2010年,18.3萬公里,彰化縣/高通汽車,1,1,33.8萬
HONDA,CIVIC,2007年,6.7萬公里,雲林縣/上新汽車,1,1,29.8萬
TOYOTA,VIOS,2010年,7.7萬公里,嘉義市/宇勝汽車,1,1,26.8萬
TOYOTA,CAMRY,2007年,10.8萬公里,桃園市/全民汽車,1,1,30.0萬
TOYOTA,VIOS,2009年,22萬公里,台南市/文鑫汽車,1,1,25.8萬
MITSUBISHI,OUTLANDER,2009年,21.4萬公里,宜蘭縣/家騰汽車,1,1,32.8萬
NISSAN,TIIDA 4門,2012年,9.2萬公里,彰化縣/格上汽車,1,1,29.8萬
NISSAN,TIIDA,2012年,9.9萬公里,台中市/承雄汽車,1,1,32.5萬
HONDA,CR-V,2006年,12.5萬公里,新北市/威龍汽車,1,1,25.9萬
FORD,FIESTA,2012年,7.2萬公里,桃園市/忠信汽車,1,1,35.0萬
FORD,ESCAPE,2009年,9.5萬公里,彰化縣/高通汽車,1,1,26.8萬
TOYOTA,YARIS,2011年,7.3萬公里,彰化縣/晟運汽車,1,1,32.8萬
NISSAN,SERENA Q-RV,2006年,15.4萬公里,桃園市/永興汽車,1,1,27.8萬
NISSAN,TEANA,2011年,12.5萬公里,彰化縣/新永隆汽車,1,1,33.8萬
MAZDA,MAZDA 5,2006年,13.5萬公里,雲林縣/建成汽車,1,1,27.8萬
NISSAN,TIIDA,2008年,11.4萬公里,桃園市/忠泰汽車,1,1,25.8萬
MITSUBISHI,VERYCA,2014年,5.8萬公里,桃園市/宏大汽車,1,1,33.8萬
MITSUBISHI,FORTIS,2011年,12.7萬公里,基隆市/九泰汽車,1,1,32.8萬
HONDA,ACCORD,2009年,21.8萬公里,高雄市/巨將汽車,1,1,29.8萬
TOYOTA,INNOVA,2012年,13.1萬公里,台中市/威尼斯汽車城,1,1,31.5萬
FORD,FOCUS,2008年,10.9萬公里,台北市/鴻揚汽車,1,1,26.8萬
TOYOTA,YARIS,2011年,7.6萬公里,新北市/大鴻汽車,1,1,33.8萬
SUZUKI,SWIFT,2007年,13.1萬公里,彰化縣/安心汽車,1,1,26.8萬
TOYOTA,YARIS,2010年,6.0萬公里,台中市/永立汽車,1,1,33.8萬
MITSUBISHI,COLT PLUS,2013年,7.7萬公里,彰化縣/廣興汽車,1,1,29.8萬
MITSUBISHI,VERYCA,2016年,2.4萬公里,台中市/尚安汽車,1,1,34.5萬
MITSUBISHI,VERYCA,2011年,7.5萬公里,南投縣/東樺汽車,1,1,34.9萬
TOYOTA,YARIS,2011年,9.5萬公里,雲林縣/正鎰汽車,1,1,29.8萬
MITSUBISHI,VERYCA,2011年,5.7萬公里,桃園市/永興汽車,1,1,27.8萬
HYUNDAI,I10,2015年,3.3萬公里,桃園市/金程汽車,1,1,33.0萬
MAZDA,MAZDA 5,2007年,15.6萬公里,新北市/宜竣汽車,1,1,31.5萬
NISSAN,TIIDA,2010年,15.2萬公里,高雄市/辰泰汽車,1,1,28.8萬
MITSUBISHI,VERYCA,2012年,14.8萬公里,桃園市/宏大汽車,1,1,29.8萬
NISSAN,MARCH,2015年,4.1萬公里,台中市/聖傑汽車(烏日店),1,1,34.8萬
TOYOTA,INNOVA,2011年,10.7萬公里,新北市/威龍汽車,1,1,25.8萬
MITSUBISHI,VERYCA,2012年,10萬公里,新北市/威龍汽車,1,1,25.8萬
NISSAN,TEANA,2009年,9.6萬公里,桃園市/正達汽車,1,1,32.8萬
HONDA,FIT,2009年,13.1萬公里,彰化縣/高通汽車,1,1,32.5萬
NISSAN,TEANA,2009年,13萬公里,高雄市/上暘汽車,1,1,26.6萬
NISSAN,TIIDA,2012年,8.2萬公里,桃園市/車神汽車,1,1,26.8萬
MAZDA,MAZDA 3,2007年,9.4萬公里,台中市/聖傑汽車(烏日店),1,1,26.0萬
TOYOTA,INNOVA,2012年,12.3萬公里,南投縣/東樺汽車,1,1,32.9萬
NISSAN,TIIDA,2012年,4.9萬公里,南投縣/東樺汽車,1,1,32.9萬
TOYOTA,ALTIS,2008年,15.5萬公里,台中市/威尼斯汽車城,1,1,27.5萬
MAZDA,MAZDA 3,2009年,14.9萬公里,高雄市/巨將汽車,1,1,26.8萬
MITSUBISHI,VERYCA,2010年,13.1萬公里,高雄市/太雅汽車,1,1,26.8萬
FORD,ECONOVAN,2011年,12.1萬公里,南投縣/東樺汽車,1,1,26.9萬
MITSUBISHI,COLT PLUS,2011年,9.5萬公里,高雄市/巨將汽車,1,1,25.8萬
HONDA,CIVIC,2007年,13萬公里,高雄市/誠品汽車,1,1,26.8萬
FORD,FOCUS,2011年,7.9萬公里,高雄市/巨將汽車,1,1,26.8萬
HONDA,FIT,2008年,3.4萬公里,台中市/威尼斯汽車城,1,1,26.8萬
MAZDA,MAZDA 5,2008年,9.4萬公里,新北市/威龍汽車,1,1,33.8萬
MITSUBISHI,ZINGER,2010年,10.6萬公里,高雄市/巨將汽車,1,1,28.8萬
TOYOTA,WISH,2008年,12.7萬公里,高雄市/辰泰汽車,1,1,33.8萬
TOYOTA,WISH,2006年,16.6萬公里,台南市/成泰汽車,1,1,29.8萬
NISSAN,LIVINA,2012年,10.6萬公里,高雄市/巨將汽車,1,1,29.8萬
BMW,3,2004年,18.7萬公里,高雄市/誠品汽車,1,1,28.8萬
VOLKSWAGEN,GOLF,2008年,26.2萬公里,彰化縣/高通汽車,1,1,25.8萬
VOLVO,XC90,2003年,16萬公里,台北市/政威汽車,1,1,26.8萬
SUZUKI,SX4,2009年,13.7萬公里,嘉義市/宇勝汽車,1,1,29.8萬
NISSAN,TIIDA,2010年,15.5萬公里,高雄市/一品汽車,1,1,31.9萬
ISUZU,ELF,2003年,17.7萬公里,台中市/聖傑汽車,1,1,26.8萬
SUZUKI,SWIFT,2007年,19.1萬公里,桃園市/尚恩汽車,1,1,28.8萬
AUDI,A4,2005年,19.5萬公里,新北市/名輪汽車,1,1,29.8萬
VOLKSWAGEN,POINTER,2007年,11.1萬公里,台中市/來爾富汽車,1,1,26.9萬
AUDI,A3,2005年,16.1萬公里,桃園市/豐御車業(桃園),1,1,35.0萬
LEXUS,RX330,2005年,14.3萬公里,台北市/昕益汽車,1,1,29.8萬
TOYOTA,WISH,2006年,14.3萬公里,嘉義縣/長億車業,1,1,27.8萬
HYUNDAI,SANTA,2010年,13.3萬公里,桃園市/全民汽車,1,1,32.0萬
HONDA,CR-V,2007年,11.2萬公里,桃園市/全民汽車,1,1,30.0萬
NISSAN,TIIDA,2006年,14.2萬公里,新北市/穆達汽車,1,1,25.0萬
MAZDA,MPV,2005年,13.4萬公里,桃園市/全民汽車,1,1,25.0萬
FORD,ESCAPE,2012年,10.9萬公里,台中市/威尼斯汽車城,1,1,28.8萬
SUZUKI,SWIFT,2008年,7.3萬公里,桃園市/全民汽車,1,1,25.0萬
M-BENZ,E200,2004年,19.7萬公里,台中市/威尼斯汽車城,1,1,27.5萬
HONDA,CIVIC,2007年,16.1萬公里,台中市/皇家汽車,1,1,33.5萬
MAZDA,MAZDA,2007年,11.6萬公里,台中市/皇家汽車,1,1,26.0萬
VOLKSWAGEN,GOLF,2005年,23.9萬公里,桃園市/萊苛汽車,1,1,30.8萬
VOLKSWAGEN,GOLF,2007年,17.1萬公里,台中市/上嘉汽車,1,1,32.0萬
VOLKSWAGEN,GOLF,2005年,13.8萬公里,台中市/上嘉汽車,1,1,33.0萬
TOYOTA,CAMRY,2006年,25萬公里,高雄市/佳裕汽車,1,1,25.8萬
FORD,FOCUS,2006年,13.2萬公里,苗栗縣/名駒汽車,1,1,25.8萬
VOLKSWAGEN,BEETLE,2002年,19.4萬公里,苗栗縣/名駒汽車,1,1,28.8萬
INFINITI,FX35,2005年,14.5萬公里,新北市/翊暉汽車,1,1,28.8萬
HONDA,CR-V,2005年,13.9萬公里,彰化縣/高通汽車,1,1,29.8萬
LUXGEN,LUXGEN,2010年,6.9萬公里,基隆市/上詮汽車,1,1,31.0萬
MAZDA,MAZDA,2006年,7.5萬公里,桃園市/亞盟汽車,1,1,26.8萬
ISUZU,ELF,2002年,26.7萬公里,台中市/聖傑汽車,1,1,25.5萬
TOYOTA,CAMRY,2008年,16.5萬公里,新北市/名輪汽車,1,1,35.0萬
VOLKSWAGEN,POLO,2011年,9.7萬公里,高雄市/誠品汽車,1,1,29.8萬
NISSAN,TEANA,2007年,16.8萬公里,新北市/鼎昇汽車,1,1,25.8萬
MITSUBISHI,OUTLANDER,2010年,16.6萬公里,台南市/立德汽車,1,1,26.8萬
HONDA,CIVIC,2006年,12.6萬公里,桃園市/朋亨汽車,1,1,25.8萬
SUZUKI,SWIFT,2007年,18.2萬公里,桃園市/朋亨汽車,1,1,27.8萬
MAZDA,MPV,2004年,13.3萬公里,苗栗縣/駿品汽車,1,1,25.8萬
NISSAN,LIVINA,2009年,16.4萬公里,台南市/翔和汽車,1,1,29.5萬
MITSUBISHI,SAVRIN,2009年,8.6萬公里,台中市/崇聖汽車,1,1,33.0萬
TOYOTA,VIOS,2013年,3.5萬公里,彰化縣/全宥汽車,1,1,32.8萬
BMW,318I,2002年,12.1萬公里,屏東縣/捷順汽車,1,1,25.8萬
HYUNDAI,I30,2009年,14.7萬公里,新北市/大鴻汽車,1,1,25.8萬
NISSAN,TEANA,2009年,14.1萬公里,新北市/大鴻汽車,1,1,29.8萬
SUZUKI,SWIFT,2011年,11萬公里,嘉義市/安新汽車,1,1,31.8萬
TOYOTA,CAMRY,2009年,8.6萬公里,花蓮縣/實信車業,1,1,33.8萬
MAZDA,MAZDA,2008年,21.2萬公里,桃園市/安盛汽車,1,1,25.8萬
TOYOTA,YARIS,2007年,17.4萬公里,花蓮縣/實信車業,1,1,25.8萬
SUZUKI,SWIFT,2006年,15.8萬公里,基隆市/詮昌汽車,1,1,27.8萬
LEXUS,RX330,2005年,22.1萬公里,桃園市/良宥汽車,1,1,29.8萬
MITSUBISHI,ZINGER,2009年,8.1萬公里,新北市/宜竣汽車,1,1,25.0萬
PEUGEOT,207,2007年,8.9萬公里,台中市/元盛汽車,1,1,25.8萬
SUZUKI,SWIFT,2006年,13.8萬公里,新竹市/傑昇汽車,1,1,28.8萬
MAZDA,MAZDA,2007年,20.2萬公里,彰化縣/福大汽車,1,1,28.8萬
TOYOTA,VIOS,2013年,15.6萬公里,新北市/丞鎰汽車,1,1,26.8萬
MITSUBISHI,VERYCA,2015年,1.0萬公里,桃園市/金程汽車,1,1,29.8萬
MITSUBISHI,FORTIS,2009年,9.5萬公里,花蓮縣/實信車業,1,1,33.8萬
HYUNDAI,I30,2012年,16.5萬公里,雲林縣/建成汽車,1,1,29.8萬
MAZDA,MAZDA,2009年,4.1萬公里,雲林縣/宜利汽車商行,1,1,29.8萬
LUXGEN,LUXGEN,2010年,13.3萬公里,彰化縣/高通汽車,1,1,33.8萬
NISSAN,X-TRAIL,2008年,13.8萬公里,高雄市/上暘汽車,1,1,26.6萬
