BRAND,MODEL,YEAR,KILO,LOCATION,Certificate,Warranty,PRICE
SUBARU,FORESTER,2008年,13.7萬公里,宜蘭縣/展宇汽車,1,1,36.8萬
M-BENZ,E200,2004年,15.2萬公里,嘉義縣/長億車業,1,1,36.8萬
MITSUBISHI,LANCER,2011年,8.1萬公里,桃園市/忠信汽車,1,1,36.0萬
FORD,MONDEO,2011年,9.9萬公里,新竹市/傑昇汽車,1,1,39.8萬
VOLKSWAGEN,TIGUAN,2010年,10.7萬公里,新北市/瑞億汽車,1,1,39.8萬
ISUZU,ELF,2006年,30.9萬公里,台中市/聖傑汽車,1,1,43.8萬
MAZDA,MAZDA,2011年,5.6萬公里,新竹縣/順達汽車,1,1,35.8萬
VOLKSWAGEN,GOLF,2011年,5.8萬公里,新北市/合泰汽車,1,1,39.0萬
AUDI,A3,2005年,16.1萬公里,桃園市/豐御車業(桃園),1,1,35.0萬
VOLKSWAGEN,VENTO,2014年,7.6萬公里,高雄市/立安汽車,1,1,35.8萬
NISSAN,TIIDA,2010年,22.5萬公里,台南市/運通汽車,1,1,39.8萬
TOYOTA,VIOS,2017年,1.6萬公里,新竹市/靖威汽車,1,1,35.8萬
MINI,COOPER,2005年,17.4萬公里,新竹市/靖威汽車,1,1,42.8萬
MINI,COOPER,2005年,17.4萬公里,新竹市/靖威汽車,1,1,42.8萬
VOLKSWAGEN,PASSAT,2011年,9.4萬公里,高雄市/立安汽車,1,1,42.8萬
VOLKSWAGEN,GOLF,2009年,13.5萬公里,新北市/豐御車業(新北),1,1,42.8萬
FORD,MONDEO,2012年,16.4萬公里,台中市/佳韻汽車,1,1,38.0萬
VOLKSWAGEN,GOLF,2012年,9.3萬公里,苗栗縣/建億汽車,1,1,39.8萬
HYUNDAI,PORTER,2012年,22萬公里,高雄市/一品汽車,1,1,38.8萬
LEXUS,RX330,2005年,15.2萬公里,屏東縣/匯盛汽車,1,1,35.8萬
BMW,X3,2005年,9.9萬公里,台中市/威尼斯汽車城,1,1,37.5萬
BMW,320,2007年,18.3萬公里,台中市/威尼斯汽車城,1,1,36.5萬
PORSCHE,CAYENNE,2004年,19.9萬公里,嘉義市/宇勝汽車,1,1,36.8萬
VOLKSWAGEN,GOLF,2009年,14.3萬公里,桃園市/豐御車業(桃園),1,1,35.8萬
VOLKSWAGEN,GOLF,2010年,8.4萬公里,高雄市/誠品汽車,1,1,36.8萬
PEUGEOT,3008,2011年,9.4萬公里,台中市/元盛汽車,1,1,42.8萬
LEXUS,ES350,2011年,9.3萬公里,台中市/信義汽車,1,1,43.8萬
MITSUBISHI,ZINGER,2013年,8.1萬公里,屏東縣/暉祥汽車,1,1,37.0萬
TOYOTA,VIOS,2016年,6.2萬公里,屏東縣/暉祥汽車,1,1,40.5萬
MITSUBISHI,CANTER,2004年,30.3萬公里,台中市/奕昇汽車,1,1,35.8萬
TOYOTA,CAMRY,2008年,16.5萬公里,新北市/名輪汽車,1,1,35.0萬
TOYOTA,WISH,2009年,10.2萬公里,彰化縣/福大汽車,1,1,35.8萬
TOYOTA,ALTIS,2012年,11.6萬公里,雲林縣/安鑫汽車,1,1,35.8萬
LEXUS,LS460L,2009年,12.5萬公里,台北市/鴻揚汽車,1,1,42.8萬
M-BENZ,C-CLASS,2003年,10.2萬公里,台北市/鴻揚汽車,1,1,43.8萬
SKODA,OCTAVIA,2012年,6.7萬公里,台北市/鴻揚汽車,1,1,42.8萬
TOYOTA,VIOS,2015年,5.1萬公里,高雄市/佳裕汽車,1,1,38.8萬
VOLKSWAGEN,GOLF,2011年,5.8萬公里,新北市/大鴻汽車,1,1,43.8萬
MITSUBISHI,CANTER,2005年,25.5萬公里,屏東縣/匯盛汽車,1,1,36.8萬
MITSUBISHI,CANTER,2005年,29.6萬公里,南投縣/東樺汽車,1,1,36.9萬
LEXUS,IS250,2007年,15萬公里,台南市/立德汽車,1,1,42.0萬
LUXGEN,LUXGEN,2012年,9.9萬公里,桃園市/頂尖汽車,1,1,38.8萬
TOYOTA,RAV4,2009年,11.6萬公里,桃園市/頂尖汽車,1,1,42.8萬
VOLKSWAGEN,PASSAT,2010年,13萬公里,桃園市/頂尖汽車,1,1,38.8萬
LEXUS,IS250,2006年,10.8萬公里,台中市/聖傑汽車(烏日店),1,1,45.0萬
ISUZU,ELF,2006年,17.2萬公里,台中市/來爾富汽車,1,1,39.9萬
VOLKSWAGEN,GOLF,2009年,12.2萬公里,桃園市/冠際汽車,1,1,38.0萬
VOLKSWAGEN,GOLF,2012年,9.1萬公里,高雄市/崧誠汽車,1,1,39.8萬
VOLKSWAGEN,GOLF,2009年,12萬公里,彰化縣/高通汽車,1,1,38.8萬
HYUNDAI,IX35,2011年,13.7萬公里,高雄市/威霸汽車,1,1,39.8萬
HYUNDAI,SANTA,2010年,18萬公里,新北市/誠德汽車,1,1,38.9萬
LEXUS,RX330,2005年,13.9萬公里,嘉義縣/長億車業,1,1,39.8萬
FORD,FOCUS,2007年,18.1萬公里,台北市/鴻揚汽車,1,1,36.8萬
VOLVO,V50,2010年,7.7萬公里,新北市/合泰汽車,1,1,42.0萬
BMW,740,2005年,12萬公里,新北市/翊暉汽車,1,1,43.8萬
LUXGEN,LUXGEN,2013年,12.2萬公里,台中市/崇聖汽車,1,1,45.0萬
VOLKSWAGEN,POLO,2014年,4.7萬公里,桃園市/宏宸車業,1,1,39.8萬
FORD,FIESTA,2013年,8.3萬公里,桃園市/冠際汽車,1,1,38.0萬
FORD,FOCUS,2014年,6.1萬公里,桃園市/良宥汽車,1,1,39.8萬
VOLKSWAGEN,VENTO,2015年,1.2萬公里,台中市/和盛汽車,1,1,35.8萬
VOLKSWAGEN,TIGUAN,2010年,6.3萬公里,台中市/元盛汽車,1,1,42.8萬
NISSAN,TEANA,2012年,9.3萬公里,新北市/大鴻汽車,1,1,38.8萬
DFSK,FUWIN,2018年,0.4萬公里,台中市/聖傑汽車,1,1,35.5萬
VOLKSWAGEN,GOLF,2010年,12.8萬公里,桃園市/萊苛汽車,1,1,41.8萬
SKODA,SUPERB,2010年,14.1萬公里,台中市/奕昇汽車,1,1,42.8萬
TOYOTA,YARIS,2015年,6.0萬公里,高雄市/太雅汽車,1,1,42.8萬
SUZUKI,SWIFT,2011年,8.9萬公里,高雄市/佳裕汽車,1,1,35.8萬
VOLKSWAGEN,POLO,2014年,7.0萬公里,台南市/義大汽車,1,1,39.9萬
VOLKSWAGEN,TIGUAN,2010年,17.4萬公里,台中市/全民汽車,1,1,39.0萬
TOYOTA,RAV4,2010年,18.3萬公里,桃園市/金程汽車,1,1,42.0萬
VOLKSWAGEN,PASSAT,2007年,19.1萬公里,台中市/上嘉汽車,1,1,36.0萬
VOLKSWAGEN,TIGUAN,2011年,8.6萬公里,台中市/上嘉汽車,1,1,45.0萬
VOLKSWAGEN,POLO,2014年,3.2萬公里,台中市/崇聖汽車,1,1,45.0萬
FORD,MONDEO,2011年,7.2萬公里,彰化縣/高通汽車,1,1,35.8萬
MITSUBISHI,FORTIS,2013年,4.8萬公里,桃園市/頂尖汽車,1,1,43.8萬
MITSUBISHI,CANTER,2006年,21.2萬公里,嘉義縣/凱翔汽車,1,1,43.8萬
VOLKSWAGEN,TIGUAN,2011年,7.6萬公里,桃園市/高昇汽車,1,1,42.8萬
BMW,523I,2006年,12.8萬公里,台中市/安勝汽車,1,1,44.8萬
TOYOTA,CAMRY,2012年,28.9萬公里,台北市/鴻揚汽車,1,1,42.8萬
SUZUKI,CARRY,2016年,4.1萬公里,台中市/聖傑汽車,1,1,43.5萬
MAZDA,MAZDA,2012年,7.9萬公里,台北市/鴻揚汽車,1,1,38.8萬
NISSAN,SENTRA,2014年,10.9萬公里,台南市/翔和汽車,1,1,43.8萬
VOLKSWAGEN,GOLF,2011年,6.1萬公里,台中市/承雄汽車,1,1,39.8萬
LEXUS,LS460L,2007年,8.5萬公里,新北市/詠騰國際汽車,1,1,42.0萬
FORD,FOCUS,2014年,6.7萬公里,桃園市/頂尖汽車,1,1,39.8萬
VOLKSWAGEN,POLO,2014年,5.8萬公里,台中市/泰昌汽車,1,1,36.8萬
SUZUKI,SX4,2009年,12.8萬公里,高雄市/崧誠汽車,1,1,35.8萬
MITSUBISHI,ZINGER,2014年,10.8萬公里,桃園市/冠際汽車,1,1,36.8萬
PEUGEOT,308,2010年,19.7萬公里,台中市/元盛汽車,1,1,38.8萬
MAZDA,MPV,2006年,14.4萬公里,桃園市/永興汽車,1,1,39.8萬
SKODA,OCTAVIA,2011年,9.9萬公里,高雄市/立安汽車,1,1,42.8萬
LEXUS,GS460,2007年,14.5萬公里,台北市/昕益汽車,1,1,39.8萬
M-BENZ,E200,2005年,21.9萬公里,苗栗縣/建億汽車,1,1,39.8萬
VOLKSWAGEN,GOLF,2010年,14.5萬公里,嘉義市/宇勝汽車,1,1,36.8萬
TOYOTA,HIACE,2007年,23.1萬公里,高雄市/上暘汽車(二店),1,1,36.5萬
VOLVO,C30,2010年,14.2萬公里,台中市/全民汽車,1,1,36.0萬
MITSUBISHI,FORTIS,2014年,8.4萬公里,桃園市/發達汽車,1,1,43.8萬
SKODA,FABIA,2014年,7.2萬公里,高雄市/崧誠汽車,1,1,42.8萬
VOLKSWAGEN,GOLF,2010年,16.8萬公里,台中市/上嘉汽車,1,1,45.0萬
LUXGEN,S5,2014年,7.0萬公里,桃園市/全民汽車,1,1,39.0萬
NISSAN,SENTRA,2015年,11.9萬公里,台中市/崇聖汽車,1,1,43.0萬
NISSAN,TIIDA,2015年,8.5萬公里,台中市/崇聖汽車,1,1,35.0萬
TOYOTA,PREVIA,2003年,18.1萬公里,屏東縣/暉祥汽車,1,1,42.0萬
TOYOTA,YARIS,2012年,1.8萬公里,高雄市/春鑫汽車,1,1,36.0萬
AUDI,A3,2008年,16.6萬公里,台中市/威尼斯汽車城,1,1,43.5萬
HYUNDAI,SANTA,2008年,19.9萬公里,彰化縣/高通汽車,1,1,35.0萬
VOLKSWAGEN,POLO,2012年,3.6萬公里,新北市/大鴻汽車,1,1,36.8萬
LEXUS,SC430,2005年,14.2萬公里,桃園市/全民汽車,1,1,45.0萬
LEXUS,ES350,2008年,16.8萬公里,台北市/昕益汽車,1,1,42.8萬
HONDA,CIVIC,2010年,13.1萬公里,宜蘭縣/家騰汽車,1,1,39.8萬
TOYOTA,CAMRY,2009年,8.3萬公里,桃園市/忠信汽車,1,1,39.8萬
VOLKSWAGEN,GOLF,2010年,6.8萬公里,南投縣/東樺汽車,1,1,40.9萬
SMART,FORTWO,2014年,3.6萬公里,桃園市/忠信汽車,1,1,39.8萬
HYUNDAI,ELANTRA,2012年,7.4萬公里,高雄市/威霸汽車,1,1,43.8萬
MITSUBISHI,ZINGER,2015年,3.7萬公里,高雄市/威霸汽車,1,1,43.8萬
LEXUS,RX350,2006年,16.7萬公里,屏東縣/大衛汽車,1,1,39.8萬
TOYOTA,YARIS,2015年,6.2萬公里,台南市/福成汽車,1,1,42.8萬
MAZDA,MAZDA,2011年,9.9萬公里,彰化縣/福大汽車,1,1,38.8萬
HYUNDAI,SONATA,2011年,9.4萬公里,桃園市/正達汽車,1,1,39.0萬
MAZDA,MAZDA,2009年,7.8萬公里,彰化縣/福大汽車,1,1,37.8萬
MITSUBISHI,DELICA,2014年,2.4萬公里,台中市/坦格汽車,1,1,35.8萬
MAZDA,MAZDA3,2011年,8.9萬公里,宜蘭縣/家騰汽車,1,1,38.8萬
FORD,FOCUS,2013年,4.0萬公里,高雄市/威霸汽車,1,1,39.8萬
NISSAN,ROGUE,2009年,15.1萬公里,台中市/詮豐汽車,1,1,35.0萬
HONDA,CR-V,2008年,11.6萬公里,高雄市/上暘汽車,1,1,36.8萬
MITSUBISHI,ZINGER,2012年,11.9萬公里,彰化縣/僑輪汽車,1,1,35.0萬
TOYOTA,INNOVA,2015年,11.4萬公里,嘉義市/龍順汽車,1,1,40.0萬
HONDA,FIT,2010年,12.8萬公里,台中市/永立汽車,1,1,38.8萬
TOYOTA,INNOVA,2013年,11萬公里,桃園市/冠際汽車,1,1,42.8萬
MINI,COOPER,2005年,10萬公里,桃園市/群馬汽車,1,1,38.8萬
TOYOTA,VIOS,2016年,2.4萬公里,嘉義市/龍順汽車,1,1,39.8萬
HYUNDAI,ELANTRA,2013年,7.6萬公里,彰化縣/新永隆汽車,1,1,38.8萬
M-BENZ,S320,2002年,15.2萬公里,彰化縣/僑輪汽車,1,1,35.0萬
MAZDA,MAZDA3,2011年,9.0萬公里,彰化縣/僑輪汽車,1,1,42.5萬
TOYOTA,YARIS,2013年,6.5萬公里,彰化縣/高通汽車,1,1,39.8萬
FORD,FOCUS,2012年,10.1萬公里,台中市/曼力汽車,1,1,35.8萬
FORD,FOCUS,2012年,12.9萬公里,新北市/誠德汽車,1,1,36.8萬
MAZDA,MAZDA,2011年,8.2萬公里,台中市/詮豐汽車,1,1,38.9萬
HYUNDAI,PORTER,2012年,12.5萬公里,嘉義縣/凱翔汽車,1,1,39.8萬
VOLKSWAGEN,T5,2006年,18.3萬公里,台中市/來爾富汽車,1,1,39.9萬
MITSUBISHI,VERYCA,2015年,0.4萬公里,台中市/來爾富汽車,1,1,35.9萬
TOYOTA,ALTIS,2014年,6.5萬公里,嘉義縣/凱翔汽車,1,1,43.8萬
LEXUS,LS460,2009年,20.3萬公里,嘉義縣/長億車業,1,1,39.8萬
MITSUBISHI,ZINGER,2015年,9.3萬公里,台中市/尚安汽車,1,1,37.5萬
NISSAN,SENTRA,2014年,7.8萬公里,彰化縣/僑輪汽車,1,1,43.5萬
TOYOTA,RAV4,2008年,17.9萬公里,台中市/永立汽車,1,1,42.8萬
TOYOTA,INNOVA,2015年,8.1萬公里,桃園市/金程汽車,1,1,43.8萬
FORD,FOCUS,2015年,6.2萬公里,桃園市/明士汽車,1,1,42.8萬
VOLKSWAGEN,GOLF,2011年,10.2萬公里,桃園市/忠信汽車,1,1,43.8萬
LEXUS,RX330,2005年,17.7萬公里,台中市/埔羅汽車,1,1,39.0萬
MITSUBISHI,FORTIS,2012年,11.4萬公里,桃園市/翔展汽車,1,1,39.8萬
FORD,FOCUS,2015年,9.0萬公里,桃園市/翔展汽車,1,1,41.8萬
MAZDA,MAZDA,2007年,9.2萬公里,桃園市/忠泰汽車,1,1,35.8萬
HONDA,CR-V,2007年,18.6萬公里,雲林縣/建成汽車,1,1,39.8萬
TOYOTA,YARIS,2013年,3.7萬公里,台北市/鴻揚汽車,1,1,35.8萬
TOYOTA,CAMRY,2013年,13.3萬公里,基隆市/捷立汽車,1,1,42.8萬
FORD,FOCUS,2014年,5.9萬公里,基隆市/捷立汽車,1,1,35.8萬
TOYOTA,ALTIS,2011年,12.5萬公里,台北市/鴻揚汽車,1,1,35.8萬
MAZDA,MAZDA,2009年,14.1萬公里,新北市/名輪汽車,1,1,38.0萬
MITSUBISHI,ZINGER,2015年,2.2萬公里,桃園市/金程汽車,1,1,43.8萬
MITSUBISHI,LANCER,2012年,11.5萬公里,彰化縣/新永隆汽車,1,1,35.8萬
LUXGEN,LUXGEN,2011年,4.7萬公里,台中市/來爾富汽車,1,1,39.9萬
MITSUBISHI,DELICA,2015年,8.4萬公里,台中市/尚安汽車,1,1,37.5萬
TOYOTA,WISH,2008年,2.7萬公里,彰化縣/高通汽車,1,1,43.8萬
MITSUBISHI,COLT,2015年,5.9萬公里,桃園市/龍億汽車,1,1,36.8萬
MITSUBISHI,LANCER,2012年,4.8萬公里,彰化縣/僑輪汽車,1,1,43.5萬
HONDA,FIT,2013年,9.3萬公里,彰化縣/福大汽車,1,1,41.8萬
NISSAN,SENTRA,2014年,3.0萬公里,基隆市/捷立汽車,1,1,39.8萬
SUBARU,LEGACY,2009年,4.7萬公里,台北市/鴻揚汽車,1,1,42.8萬
MAZDA,MAZDA,2010年,10.1萬公里,台北市/鴻揚汽車,1,1,38.8萬
LUXGEN,S5,2014年,4.8萬公里,桃園市/全民汽車,1,1,42.0萬
LUXGEN,LUXGEN,2012年,15.6萬公里,桃園市/全民汽車,1,1,39.0萬
HONDA,CR-V,2007年,18.6萬公里,高雄市/上暘汽車,1,1,36.8萬
TOYOTA,WISH,2007年,13萬公里,新竹縣/光華汽車,1,1,36.8萬
LUXGEN,LUXGEN,2010年,7.9萬公里,桃園市/宏宸車業,1,1,37.8萬
TOYOTA,YARIS,2012年,10.8萬公里,桃園市/二手達人,1,1,35.8萬
LUXGEN,S5,2012年,9.8萬公里,台中市/崇聖汽車,1,1,39.0萬
FORD,FIESTA,2014年,8.2萬公里,桃園市/明士汽車,1,1,40.8萬
MAZDA,MAZDA,2012年,14.8萬公里,台北市/鴻揚汽車,1,1,39.8萬
BMW,3,2005年,24.9萬公里,台中市/埔羅汽車,1,1,45.0萬
MITSUBISHI,COLT,2015年,4.2萬公里,嘉義市/宇勝汽車,1,1,36.8萬
MITSUBISHI,FORTIS,2010年,7.6萬公里,桃園市/金程汽車,1,1,36.8萬
NISSAN,LIVINA,2013年,10.2萬公里,台中市/崇聖汽車,1,1,39.0萬
MITSUBISHI,LANCER,2011年,5.1萬公里,新竹市/傑昇汽車,1,1,38.8萬
MAZDA,MAZDA3,2010年,11.6萬公里,新竹市/傑昇汽車,1,1,42.8萬
NISSAN,LIVINA,2014年,6.1萬公里,彰化縣/晟運汽車,1,1,39.8萬
MAZDA,MAZDA,2009年,17萬公里,台中市/威尼斯汽車城,1,1,35.5萬
MITSUBISHI,OUTLANDER,2009年,13.1萬公里,桃園市/宏大汽車,1,1,36.8萬
HYUNDAI,ELANTRA,2013年,12.4萬公里,嘉義縣/長億車業,1,1,41.8萬
TOYOTA,ALTIS,2011年,9.4萬公里,基隆市/捷立汽車,1,1,35.8萬
MAZDA,MAZDA,2014年,4.3萬公里,基隆市/捷立汽車,1,1,39.8萬
NISSAN,SENTRA,2014年,7.7萬公里,彰化縣/高通汽車,1,1,43.8萬
MAZDA,MAZDA,2011年,8.7萬公里,嘉義市/宇勝汽車,1,1,35.8萬
BMW,X5,2006年,15.5萬公里,台中市/信義汽車,1,1,40.8萬
LEXUS,RX330,2005年,18.3萬公里,屏東縣/暉祥汽車,1,1,35.0萬
LUXGEN,LUXGEN,2011年,13.3萬公里,彰化縣/晟運汽車,1,1,39.8萬
NISSAN,TIIDA,2011年,8.3萬公里,彰化縣/晟運汽車,1,1,37.8萬
TOYOTA,INNOVA,2016年,3.8萬公里,嘉義市/龍順汽車,1,1,40.0萬
HONDA,FIT,2014年,11.2萬公里,台北市/鴻揚汽車,1,1,41.8萬
HONDA,CIVIC,2009年,14.8萬公里,宜蘭縣/家騰汽車,1,1,43.8萬
MAZDA,MAZDA,2010年,8.6萬公里,屏東縣/大衛汽車,1,1,42.8萬
HONDA,FIT,2012年,11.5萬公里,彰化縣/安心汽車,1,1,42.8萬
HONDA,CIVIC,2011年,10.2萬公里,桃園市/亞盟汽車,1,1,39.8萬
MITSUBISHI,DELICA,2016年,7.7萬公里,台中市/尚安汽車,1,1,45.0萬
TOYOTA,INNOVA,2013年,5.4萬公里,台中市/尚安汽車,1,1,36.5萬
NISSAN,LIVINA,2013年,8.1萬公里,嘉義縣/凱翔汽車,1,1,35.8萬
MITSUBISHI,DELICA,2015年,5.4萬公里,台中市/尚安汽車,1,1,37.5萬
NISSAN,TEANA,2011年,6.8萬公里,台北市/鴻揚汽車,1,1,42.8萬
HONDA,CR-V,2007年,26.2萬公里,嘉義市/龍順汽車,1,1,35.0萬
HYUNDAI,SANTA,2010年,15.3萬公里,彰化縣/高通汽車,1,1,42.0萬
VOLKSWAGEN,GOLF,2011年,5.9萬公里,台北市/鴻揚汽車,1,1,38.8萬
MITSUBISHI,VERYCA,2015年,7.4萬公里,桃園市/宏大汽車,1,1,35.8萬
HONDA,CIVIC,2008年,11.1萬公里,嘉義縣/凱翔汽車,1,1,36.8萬
MITSUBISHI,DELICA,2014年,8.3萬公里,雲林縣/正鎰汽車,1,1,37.8萬
FORD,ECOSPORT,2014年,6.6萬公里,彰化縣/新永隆汽車,1,1,42.8萬
HONDA,CIVIC,2009年,15.2萬公里,宜蘭縣/家騰汽車,1,1,43.8萬
MITSUBISHI,LANCER,2016年,3.6萬公里,基隆市/捷立汽車,1,1,43.8萬
MITSUBISHI,LANCER,2015年,3.8萬公里,基隆市/捷立汽車,1,1,41.8萬
TOYOTA,YARIS,2015年,4.6萬公里,桃園市/金程汽車,1,1,43.0萬
MITSUBISHI,ZINGER,2015年,8.9萬公里,桃園市/金程汽車,1,1,42.0萬
MITSUBISHI,DELICA,2015年,4.7萬公里,新北市/金隆汽車,1,1,38.8萬
FORD,MONDEO,2009年,13.7萬公里,宜蘭縣/竑沅汽車,1,1,39.8萬
TOYOTA,ALTIS,2011年,8.1萬公里,彰化縣/高通汽車,1,1,39.8萬
TOYOTA,INNOVA,2013年,11.4萬公里,彰化縣/安心汽車,1,1,39.8萬
TOYOTA,YARIS,2014年,10.9萬公里,桃園市/忠泰汽車,1,1,39.8萬
MAZDA,MAZDA,2010年,12.1萬公里,台中市/曼力汽車,1,1,38.8萬
LEXUS,LS460,2007年,12.9萬公里,台中市/聖傑汽車(烏日店),1,1,35.8萬
NISSAN,TEANA,2013年,7.2萬公里,嘉義縣/長億車業,1,1,39.8萬
TOYOTA,INNOVA,2012年,9.4萬公里,桃園市/金程汽車,1,1,39.8萬
HYUNDAI,ELANTRA,2012年,11.6萬公里,桃園市/宏大汽車,1,1,43.8萬
HYUNDAI,ELANTRA,2012年,2.6萬公里,彰化縣/晟運汽車,1,1,43.8萬
HONDA,CR-V,2007年,16.1萬公里,彰化縣/晟運汽車,1,1,38.8萬
NISSAN,TIIDA,2013年,9.5萬公里,嘉義縣/凱翔汽車,1,1,42.8萬
TOYOTA,YARIS,2013年,8.2萬公里,嘉義市/龍順汽車,1,1,35.8萬
NISSAN,SERENA,2012年,14.3萬公里,嘉義市/龍順汽車,1,1,43.0萬
NISSAN,TIIDA,2014年,9.4萬公里,彰化縣/新永隆汽車,1,1,41.8萬
FORD,I-MAX,2010年,6.2萬公里,彰化縣/福大汽車,1,1,36.8萬
TOYOTA,INNOVA,2015年,3.4萬公里,高雄市/辰泰汽車,1,1,45.0萬
NISSAN,MARCH,2016年,2.0萬公里,雲林縣/建成汽車,1,1,36.8萬
NISSAN,ROGUE,2011年,9.5萬公里,桃園市/全民汽車,1,1,39.0萬
TOYOTA,VIOS,2016年,2.6萬公里,彰化縣/新永隆汽車,1,1,41.8萬
FORD,ESCAPE,2012年,7.7萬公里,桃園市/明士汽車,1,1,35.8萬
TOYOTA,VIOS,2014年,7.8萬公里,桃園市/聯玖汽車,1,1,45.0萬
VOLKSWAGEN,GOLF,2006年,17.2萬公里,桃園市/維京汽車,1,1,38.8萬
M-BENZ,E320,2002年,24.9萬公里,台中市/詮豐汽車,1,1,35.0萬
LEXUS,SC430,2005年,15萬公里,台北市/鴻揚汽車,1,1,42.8萬
NISSAN,LIVINA,2013年,7.6萬公里,彰化縣/高通汽車,1,1,38.5萬
TOYOTA,INNOVA,2015年,10.2萬公里,台中市/尚安汽車,1,1,38.5萬
FORD,FOCUS,2012年,5.7萬公里,基隆市/捷立汽車,1,1,38.8萬
TOYOTA,VIOS,2015年,8.9萬公里,彰化縣/福大汽車,1,1,36.8萬
LUXGEN,LUXGEN5,2013年,7.4萬公里,彰化縣/新永隆汽車,1,1,38.8萬
VOLKSWAGEN,BEETLE,2010年,11.9萬公里,桃園市/明士汽車,1,1,35.8萬
HYUNDAI,ELANTRA,2013年,7.2萬公里,彰化縣/新永隆汽車,1,1,42.8萬
TOYOTA,VIOS,2014年,7.2萬公里,桃園市/正達汽車,1,1,36.8萬
TOYOTA,CAMRY,2012年,7.7萬公里,台中市/S嚴選汽車,1,1,39.8萬
NISSAN,TIIDA,2012年,1.9萬公里,桃園市/永興汽車,1,1,36.8萬
TOYOTA,CAMRY,2010年,8.5萬公里,彰化縣/新永隆汽車,1,1,43.8萬
LEXUS,RX330,2005年,24.5萬公里,嘉義縣/長億車業,1,1,35.8萬
VOLKSWAGEN,GOLF,2010年,6.5萬公里,台中市/泰洋車業有限公司,1,1,42.8萬
HONDA,CIVIC,2011年,10.1萬公里,台中市/詮豐汽車,1,1,45.0萬
LEXUS,RX350,2006年,20.9萬公里,嘉義市/龍順汽車,1,1,39.0萬
FORD,FOCUS,2014年,10萬公里,桃園市/明士汽車,1,1,38.8萬
VOLKSWAGEN,TOUAREG,2007年,16.5萬公里,雲林縣/成功汽車,1,1,43.8萬
TOYOTA,YARIS,2014年,9.0萬公里,桃園市/金程汽車,1,1,39.8萬
TOYOTA,CAMRY,2010年,8.3萬公里,嘉義市/龍順汽車,1,1,37.0萬
HYUNDAI,IX35,2011年,13.5萬公里,南投縣/王冠汽車,1,1,41.8萬
MITSUBISHI,DELICA,2016年,5.9萬公里,嘉義縣/凱翔汽車,1,1,41.8萬
TOYOTA,INNOVA,2014年,6.1萬公里,桃園市/全民汽車,1,1,39.8萬
TOYOTA,ALTIS,2014年,5.7萬公里,桃園市/全民汽車,1,1,45.0萬
MAZDA,MAZDA,2009年,7.4萬公里,台中市/詮豐汽車,1,1,45.0萬
LEXUS,RX330,2004年,11.4萬公里,高雄市/立安汽車,1,1,36.8萬
VOLKSWAGEN,BEETLE,2010年,7.6萬公里,台中市/崇聖汽車,1,1,39.0萬
FORD,FOCUS,2014年,7.6萬公里,台中市/崇聖汽車,1,1,39.0萬
HYUNDAI,IX35,2011年,15萬公里,雲林縣/成功汽車,1,1,44.8萬
MITSUBISHI,VERYCA,2017年,0.6萬公里,桃園市/金程汽車,1,1,40.8萬
MITSUBISHI,LANCER,2012年,19.8萬公里,新北市/大鴻汽車,1,1,36.8萬
LEXUS,SC430,2005年,9.4萬公里,台北市/昕益汽車,1,1,35.8萬
TOYOTA,SIENNA,2005年,14.3萬公里,基隆市/九泰汽車,1,1,42.8萬
NISSAN,TEANA,2011年,8.9萬公里,彰化縣/安心汽車,1,1,35.8萬
TOYOTA,CAMRY,2013年,2.7萬公里,台中市/S嚴選汽車,1,1,43.8萬
SUZUKI,SWIFT,2011年,5.0萬公里,桃園市/金程汽車,1,1,42.8萬
HONDA,CR-V,2009年,8.0萬公里,台中市/弘宇車業,1,1,43.5萬
HONDA,CIVIC,2011年,4.4萬公里,桃園市/明士汽車,1,1,43.8萬
TOYOTA,CAMRY,2009年,7.4萬公里,嘉義市/宇勝汽車,1,1,37.8萬
TOYOTA,ALTIS,2009年,28.5萬公里,台中市/詮豐汽車,1,1,36.0萬
MAZDA,MAZDA,2012年,8.8萬公里,彰化縣/福大汽車,1,1,36.8萬
VOLKSWAGEN,GOLF,2010年,18萬公里,嘉義市/龍順汽車,1,1,36.0萬
LEXUS,RX350,2007年,11.9萬公里,台北市/政威汽車,1,1,43.8萬
TOYOTA,ALTIS,2014年,9.4萬公里,台南市/福成汽車,1,1,43.8萬
TOYOTA,RAV4,2008年,18.5萬公里,桃園市/惠民汽車,1,1,42.8萬
TOYOTA,ALTIS,2014年,5.7萬公里,台南市/福成汽車,1,1,42.8萬
MITSUBISHI,LANCER,2011年,7.8萬公里,台中市/詮豐汽車,1,1,39.0萬
KIA,KAON,2009年,21.9萬公里,台中市/尚安汽車,1,1,39.5萬
FORD,FOCUS,2013年,16.6萬公里,台中市/崇聖汽車,1,1,39.0萬
HONDA,CIVIC,2009年,11.2萬公里,新北市/大鴻汽車,1,1,41.8萬
TOYOTA,TACOMA,1995年,18.2萬公里,南投縣/王冠汽車,1,1,35.8萬
NISSAN,LIVINA,2014年,8.3萬公里,桃園市/金程汽車,1,1,42.8萬
FORD,ESCAPE,2013年,8.9萬公里,台中市/承雄汽車,1,1,40.0萬
TOYOTA,PREVIA,2004年,18.7萬公里,嘉義市/宇勝汽車,1,1,43.8萬
